CGS,CGS_IP_CG,CGS_IP_AMG,CGS_RED_AMG,Smoother,Smoother_JAC,Smoother_GS,Smoother_GSAC,Smoother_GSACBE,Smoother_GSRB,Smoother_GSRBAC,pre,post,numCore,perf
1,0,0,1,1,0,0,1,0,0,0,3,3,64,256.089
1,0,0,1,1,0,0,0,1,0,0,3,3,64,2127.82
1,0,0,1,1,0,0,0,0,1,0,3,3,64,336.164
1,0,0,1,1,0,0,0,0,0,1,3,3,64,359.615
1,1,0,0,1,1,0,0,0,0,0,3,4,64,251.349
1,1,0,0,1,0,1,0,0,0,0,3,4,64,244.475
1,1,0,0,1,0,0,1,0,0,0,3,4,64,272.653
1,1,0,0,1,0,0,0,1,0,0,3,4,64,2536.45
1,1,0,0,1,0,0,0,0,1,0,3,4,64,363.484
1,1,0,0,1,0,0,0,0,0,1,3,4,64,392.313
1,0,1,0,1,1,0,0,0,0,0,3,4,64,248.894
1,0,1,0,1,0,1,0,0,0,0,3,4,64,241.655
1,0,1,0,1,0,0,1,0,0,0,3,4,64,266.982
1,0,1,0,1,0,0,0,1,0,0,3,4,64,2446.32
1,0,1,0,1,0,0,0,0,1,0,3,4,64,360.259
1,0,1,0,1,0,0,0,0,0,1,3,4,64,385.081
1,0,0,1,1,1,0,0,0,0,0,3,4,64,265.813
1,0,0,1,1,0,1,0,0,0,0,3,4,64,256.732
1,0,0,1,1,0,0,1,0,0,0,3,4,64,282.787
1,0,0,1,1,0,0,0,1,0,0,3,4,64,2465.14
1,0,0,1,1,0,0,0,0,1,0,3,4,64,376.219
1,0,0,1,1,0,0,0,0,0,1,3,4,64,404.448
1,1,0,0,1,1,0,0,0,0,0,3,5,64,274.095
1,1,0,0,1,0,1,0,0,0,0,3,5,64,267.954
1,1,0,0,1,0,0,1,0,0,0,3,5,64,300.345
1,1,0,0,1,0,0,0,1,0,0,3,5,64,2886.91
1,1,0,0,1,0,0,0,0,1,0,3,5,64,403.769
1,1,0,0,1,0,0,0,0,0,1,3,5,64,435.986
1,0,1,0,1,1,0,0,0,0,0,3,5,64,273.227
1,0,1,0,1,0,1,0,0,0,0,3,5,64,264.47
1,0,1,0,1,0,0,1,0,0,0,3,5,64,294.169
1,0,1,0,1,0,0,0,1,0,0,3,5,64,2783.54
1,0,1,0,1,0,0,0,0,1,0,3,5,64,400.292
1,0,1,0,1,0,0,0,0,0,1,3,5,64,430.263
1,0,0,1,1,1,0,0,0,0,0,3,5,64,289.353
1,0,0,1,1,0,1,0,0,0,0,3,5,64,279.702
1,0,0,1,1,0,0,1,0,0,0,3,5,64,311.149
1,0,0,1,1,0,0,0,1,0,0,3,5,64,2805.08
1,0,0,1,1,0,0,0,0,1,0,3,5,64,416.262
1,0,0,1,1,0,0,0,0,0,1,3,5,64,445.323
1,1,0,0,1,1,0,0,0,0,0,3,6,64,299.009
1,1,0,0,1,0,1,0,0,0,0,3,6,64,290.949
1,1,0,0,1,0,0,1,0,0,0,3,6,64,326.334
1,1,0,0,1,0,0,0,1,0,0,3,6,64,3238.92
1,1,0,0,1,0,0,0,0,1,0,3,6,64,443.839
1,1,0,0,1,0,0,0,0,0,1,3,6,64,480.632
1,0,1,0,1,1,0,0,0,0,0,3,6,64,297.07
1,0,1,0,1,0,1,0,0,0,0,3,6,64,287.19
1,0,1,0,1,0,0,1,0,0,0,3,6,64,321.544
1,0,1,0,1,0,0,0,1,0,0,3,6,64,3123.59
1,0,1,0,1,0,0,0,0,1,0,3,6,64,440.92
1,0,1,0,1,0,0,0,0,0,1,3,6,64,472.824
1,0,0,1,1,1,0,0,0,0,0,3,6,64,313.22
1,0,0,1,1,0,1,0,0,0,0,3,6,64,302.801
1,0,0,1,1,0,0,1,0,0,0,3,6,64,339.02
1,0,0,1,1,0,0,0,1,0,0,3,6,64,3143.16
1,0,0,1,1,0,0,0,0,1,0,3,6,64,457.451
1,0,0,1,1,0,0,0,0,0,1,3,6,64,487.577
1,1,0,0,1,1,0,0,0,0,0,4,0,64,177.597
1,1,0,0,1,0,1,0,0,0,0,4,0,64,175.41
1,1,0,0,1,0,0,1,0,0,0,4,0,64,192.368
1,1,0,0,1,0,0,0,1,0,0,4,0,64,1497.51
1,1,0,0,1,0,0,0,0,1,0,4,0,64,242.595
1,1,0,0,1,0,0,0,0,0,1,4,0,64,260.621
1,0,1,0,1,1,0,0,0,0,0,4,0,64,176.429
1,0,1,0,1,0,1,0,0,0,0,4,0,64,172.476
1,0,1,0,1,0,0,1,0,0,0,4,0,64,187.884
1,0,1,0,1,0,0,0,1,0,0,4,0,64,1442.06
1,0,1,0,1,0,0,0,0,1,0,4,0,64,240.585
1,0,1,0,1,0,0,0,0,0,1,4,0,64,254.546
1,0,0,1,1,1,0,0,0,0,0,4,0,64,192.576
1,0,0,1,1,0,1,0,0,0,0,4,0,64,187.258
1,0,0,1,1,0,0,1,0,0,0,4,0,64,202.61
1,0,0,1,1,0,0,0,1,0,0,4,0,64,1460.33
1,0,0,1,1,0,0,0,0,1,0,4,0,64,255.081
1,0,0,1,1,0,0,0,0,0,1,4,0,64,268.768
1,1,0,0,1,1,0,0,0,0,0,4,1,64,202.995
1,1,0,0,1,0,1,0,0,0,0,4,1,64,197.555
1,1,0,0,1,0,0,1,0,0,0,4,1,64,219.56
1,1,0,0,1,0,0,0,1,0,0,4,1,64,1846.37
1,1,0,0,1,0,0,0,0,1,0,4,1,64,283.856
1,1,0,0,1,0,0,0,0,0,1,4,1,64,305.323
1,0,1,0,1,1,0,0,0,0,0,4,1,64,201.402
1,0,1,0,1,0,1,0,0,0,0,4,1,64,195.406
1,0,1,0,1,0,0,1,0,0,0,4,1,64,214.38
1,0,1,0,1,0,0,0,1,0,0,4,1,64,1778.57
1,0,1,0,1,0,0,0,0,1,0,4,1,64,281.028
1,0,1,0,1,0,0,0,0,0,1,4,1,64,297.958
1,0,0,1,1,1,0,0,0,0,0,4,1,64,217.636
1,0,0,1,1,0,1,0,0,0,0,4,1,64,210.263
1,0,0,1,1,0,0,1,0,0,0,4,1,64,229.336
1,0,0,1,1,0,0,0,1,0,0,4,1,64,1796.46
1,0,0,1,1,0,0,0,0,1,0,4,1,64,295.73
1,0,0,1,1,0,0,0,0,0,1,4,1,64,315.293
1,1,0,0,1,1,0,0,0,0,0,4,2,64,226.854
1,1,0,0,1,0,1,0,0,0,0,4,2,64,221.394
1,1,0,0,1,0,0,1,0,0,0,4,2,64,247.953
1,1,0,0,1,0,0,0,1,0,0,4,2,64,2189.31
1,1,0,0,1,0,0,0,0,1,0,4,2,64,322.867
1,1,0,0,1,0,0,0,0,0,1,4,2,64,349.363
1,0,1,0,1,1,0,0,0,0,0,4,2,64,224.937
1,0,1,0,1,0,1,0,0,0,0,4,2,64,218.676
1,0,1,0,1,0,0,1,0,0,0,4,2,64,241.359
1,0,1,0,1,0,0,0,1,0,0,4,2,64,2113.86
1,0,1,0,1,0,0,0,0,1,0,4,2,64,321.515
1,0,1,0,1,0,0,0,0,0,1,4,2,64,341.862
1,0,0,1,1,1,0,0,0,0,0,4,2,64,241.796
1,0,0,1,1,0,1,0,0,0,0,4,2,64,233.692
1,0,0,1,1,0,0,1,0,0,0,4,2,64,258.533
1,0,0,1,1,0,0,0,1,0,0,4,2,64,2132.19
1,0,0,1,1,0,0,0,0,1,0,4,2,64,335.718
1,0,0,1,1,0,0,0,0,0,1,4,2,64,359.617
1,1,0,0,1,1,0,0,0,0,0,4,3,64,251.632
1,1,0,0,1,0,1,0,0,0,0,4,3,64,245.238
1,1,0,0,1,0,0,1,0,0,0,4,3,64,273.927
1,1,0,0,1,0,0,0,1,0,0,4,3,64,2544.34
1,1,0,0,1,0,0,0,0,1,0,4,3,64,363.677
1,1,0,0,1,0,0,0,0,0,1,4,3,64,392.845
1,0,1,0,1,1,0,0,0,0,0,4,3,64,249.21
1,0,1,0,1,0,1,0,0,0,0,4,3,64,241.809
1,0,1,0,1,0,0,1,0,0,0,4,3,64,267.642
1,0,1,0,1,0,0,0,1,0,0,4,3,64,2445.99
1,0,1,0,1,0,0,0,0,1,0,4,3,64,361.14
1,0,1,0,1,0,0,0,0,0,1,4,3,64,384.939
1,0,0,1,1,1,0,0,0,0,0,4,3,64,265.97
1,0,0,1,1,0,1,0,0,0,0,4,3,64,257.116
1,0,0,1,1,0,0,1,0,0,0,4,3,64,285.078
1,0,0,1,1,0,0,0,1,0,0,4,3,64,2465.78
1,0,0,1,1,0,0,0,0,1,0,4,3,64,376.741
1,0,0,1,1,0,0,0,0,0,1,4,3,64,403.351
1,1,0,0,1,1,0,0,0,0,0,4,4,64,274.729
1,1,0,0,1,0,1,0,0,0,0,4,4,64,268.241
1,1,0,0,1,0,0,1,0,0,0,4,4,64,300.785
1,1,0,0,1,0,0,0,1,0,0,4,4,64,2889.81
1,1,0,0,1,0,0,0,0,1,0,4,4,64,403.909
1,1,0,0,1,0,0,0,0,0,1,4,4,64,437.975
1,0,1,0,1,1,0,0,0,0,0,4,4,64,272.69
1,0,1,0,1,0,1,0,0,0,0,4,4,64,264.819
1,0,1,0,1,0,0,1,0,0,0,4,4,64,294.136
1,0,1,0,1,0,0,0,1,0,0,4,4,64,2785.28
1,0,1,0,1,0,0,0,0,1,0,4,4,64,400.891
1,0,1,0,1,0,0,0,0,0,1,4,4,64,428.234
1,0,0,1,1,1,0,0,0,0,0,4,4,64,289.847
1,0,0,1,1,0,1,0,0,0,0,4,4,64,279.605
1,0,0,1,1,0,0,1,0,0,0,4,4,64,311.805
1,0,0,1,1,0,0,0,1,0,0,4,4,64,2804.23
1,0,0,1,1,0,0,0,0,1,0,4,4,64,416.101
1,0,0,1,1,0,0,0,0,0,1,4,4,64,446.979
1,1,0,0,1,1,0,0,0,0,0,4,5,64,299.206
1,1,0,0,1,0,1,0,0,0,0,4,5,64,290.927
1,1,0,0,1,0,0,1,0,0,0,4,5,64,328.066
1,1,0,0,1,0,0,0,1,0,0,4,5,64,3245.92
1,1,0,0,1,0,0,0,0,1,0,4,5,64,445.488
1,1,0,0,1,0,0,0,0,0,1,4,5,64,481.616
1,0,1,0,1,1,0,0,0,0,0,4,5,64,297.367
1,0,1,0,1,0,1,0,0,0,0,4,5,64,288.664
1,0,1,0,1,0,0,1,0,0,0,4,5,64,321.225
1,0,1,0,1,0,0,0,1,0,0,4,5,64,3124.49
1,0,1,0,1,0,0,0,0,1,0,4,5,64,441.631
1,0,1,0,1,0,0,0,0,0,1,4,5,64,472.023
1,0,0,1,1,1,0,0,0,0,0,4,5,64,314.243
1,0,0,1,1,0,1,0,0,0,0,4,5,64,303.199
1,0,0,1,1,0,0,1,0,0,0,4,5,64,339.504
1,0,0,1,1,0,0,0,1,0,0,4,5,64,3141.32
1,0,0,1,1,0,0,0,0,1,0,4,5,64,457.832
1,0,0,1,1,0,0,0,0,0,1,4,5,64,492.759
1,1,0,0,1,1,0,0,0,0,0,4,6,64,322.741
1,1,0,0,1,0,1,0,0,0,0,4,6,64,315.341
1,1,0,0,1,0,0,1,0,0,0,4,6,64,354.278
1,1,0,0,1,0,0,0,1,0,0,4,6,64,3590.39
1,1,0,0,1,0,0,0,0,1,0,4,6,64,486.267
1,1,0,0,1,0,0,0,0,0,1,4,6,64,525.007
1,0,1,0,1,1,0,0,0,0,0,4,6,64,320.428
1,0,1,0,1,0,1,0,0,0,0,4,6,64,310.821
1,0,1,0,1,0,0,1,0,0,0,4,6,64,347.891
1,0,1,0,1,0,0,0,1,0,0,4,6,64,3463.07
1,0,1,0,1,0,0,0,0,1,0,4,6,64,481.017
1,0,1,0,1,0,0,0,0,0,1,4,6,64,516.47
1,0,0,1,1,1,0,0,0,0,0,4,6,64,337.694
1,0,0,1,1,0,1,0,0,0,0,4,6,64,326.653
1,0,0,1,1,0,0,1,0,0,0,4,6,64,365.929
1,0,0,1,1,0,0,0,1,0,0,4,6,64,3474.53
1,0,0,1,1,0,0,0,0,1,0,4,6,64,497.801
1,0,0,1,1,0,0,0,0,0,1,4,6,64,534.299
1,1,0,0,1,1,0,0,0,0,0,5,0,64,202.756
1,1,0,0,1,0,1,0,0,0,0,5,0,64,198.6
1,1,0,0,1,0,0,1,0,0,0,5,0,64,220.131
1,1,0,0,1,0,0,0,1,0,0,5,0,64,1849.57
1,1,0,0,1,0,0,0,0,1,0,5,0,64,284.331
1,1,0,0,1,0,0,0,0,0,1,5,0,64,304.545
1,0,1,0,1,1,0,0,0,0,0,5,0,64,201.285
1,0,1,0,1,0,1,0,0,0,0,5,0,64,195.79
1,0,1,0,1,0,0,1,0,0,0,5,0,64,214.97
1,0,1,0,1,0,0,0,1,0,0,5,0,64,1782.65
1,0,1,0,1,0,0,0,0,1,0,5,0,64,281.044
1,0,1,0,1,0,0,0,0,0,1,5,0,64,298.251
1,0,0,1,1,1,0,0,0,0,0,5,0,64,217.579
1,0,0,1,1,0,1,0,0,0,0,5,0,64,210.582
1,0,0,1,1,0,0,1,0,0,0,5,0,64,231.412
1,0,0,1,1,0,0,0,1,0,0,5,0,64,1800.58
1,0,0,1,1,0,0,0,0,1,0,5,0,64,295.698
1,0,0,1,1,0,0,0,0,0,1,5,0,64,312.831
1,1,0,0,1,1,0,0,0,0,0,5,1,64,227.905
1,1,0,0,1,0,1,0,0,0,0,5,1,64,221.63
1,1,0,0,1,0,0,1,0,0,0,5,1,64,246.634
1,1,0,0,1,0,0,0,1,0,0,5,1,64,2195.78
1,1,0,0,1,0,0,0,0,1,0,5,1,64,323.105
1,1,0,0,1,0,0,0,0,0,1,5,1,64,349.351
1,0,1,0,1,1,0,0,0,0,0,5,1,64,225.805
1,0,1,0,1,0,1,0,0,0,0,5,1,64,218.675
1,0,1,0,1,0,0,1,0,0,0,5,1,64,241.562
1,0,1,0,1,0,0,0,1,0,0,5,1,64,2117.21
1,0,1,0,1,0,0,0,0,1,0,5,1,64,321.621
1,0,1,0,1,0,0,0,0,0,1,5,1,64,343.236
1,0,0,1,1,1,0,0,0,0,0,5,1,64,242.155
1,0,0,1,1,0,1,0,0,0,0,5,1,64,233.694
1,0,0,1,1,0,0,1,0,0,0,5,1,64,258.668
1,0,0,1,1,0,0,0,1,0,0,5,1,64,2133.63
1,0,0,1,1,0,0,0,0,1,0,5,1,64,336.087
1,0,0,1,1,0,0,0,0,0,1,5,1,64,359.218
1,1,0,0,1,1,0,0,0,0,0,5,2,64,252.187
1,1,0,0,1,0,1,0,0,0,0,5,2,64,245.102
1,1,0,0,1,0,0,1,0,0,0,5,2,64,272.897
1,1,0,0,1,0,0,0,1,0,0,5,2,64,2537.45
1,1,0,0,1,0,0,0,0,1,0,5,2,64,364.262
1,1,0,0,1,0,0,0,0,0,1,5,2,64,393.458
1,0,1,0,1,1,0,0,0,0,0,5,2,64,249.992
1,0,1,0,1,0,1,0,0,0,0,5,2,64,241.71
1,0,1,0,1,0,0,1,0,0,0,5,2,64,269.348
1,0,1,0,1,0,0,0,1,0,0,5,2,64,2452.47
1,0,1,0,1,0,0,0,0,1,0,5,2,64,362.889
1,0,1,0,1,0,0,0,0,0,1,5,2,64,387.015
1,0,0,1,1,1,0,0,0,0,0,5,2,64,266.031
1,0,0,1,1,0,1,0,0,0,0,5,2,64,256.964
1,0,0,1,1,0,0,1,0,0,0,5,2,64,285.219
1,0,0,1,1,0,0,0,1,0,0,5,2,64,2469.61
1,0,0,1,1,0,0,0,0,1,0,5,2,64,378.01
1,0,0,1,1,0,0,0,0,0,1,5,2,64,404.077
1,1,0,0,1,1,0,0,0,0,0,5,3,64,275.93
1,1,0,0,1,0,1,0,0,0,0,5,3,64,270.254
1,1,0,0,1,0,0,1,0,0,0,5,3,64,299.499
1,1,0,0,1,0,0,0,1,0,0,5,3,64,2890.07
1,1,0,0,1,0,0,0,0,1,0,5,3,64,405.486
1,1,0,0,1,0,0,0,0,0,1,5,3,64,437.114
1,0,1,0,1,1,0,0,0,0,0,5,3,64,273.58
1,0,1,0,1,0,1,0,0,0,0,5,3,64,264.773
1,0,1,0,1,0,0,1,0,0,0,5,3,64,295.638
1,0,1,0,1,0,0,0,1,0,0,5,3,64,2783.73
1,0,1,0,1,0,0,0,0,1,0,5,3,64,400.951
1,0,1,0,1,0,0,0,0,0,1,5,3,64,430.136
1,0,0,1,1,1,0,0,0,0,0,5,3,64,290.211
1,0,0,1,1,0,1,0,0,0,0,5,3,64,279.838
1,0,0,1,1,0,0,1,0,0,0,5,3,64,314.128
1,0,0,1,1,0,0,0,1,0,0,5,3,64,2805.94
1,0,0,1,1,0,0,0,0,1,0,5,3,64,416.829
1,0,0,1,1,0,0,0,0,0,1,5,3,64,449.987
1,1,0,0,1,1,0,0,0,0,0,5,4,64,300.03
1,1,0,0,1,0,1,0,0,0,0,5,4,64,292.542
1,1,0,0,1,0,0,1,0,0,0,5,4,64,327.388
1,1,0,0,1,0,0,0,1,0,0,5,4,64,3241.05
1,1,0,0,1,0,0,0,0,1,0,5,4,64,445.394
1,1,0,0,1,0,0,0,0,0,1,5,4,64,480.646
1,0,1,0,1,1,0,0,0,0,0,5,4,64,297.553
1,0,1,0,1,0,1,0,0,0,0,5,4,64,288.039
1,0,1,0,1,0,0,1,0,0,0,5,4,64,322.238
1,0,1,0,1,0,0,0,1,0,0,5,4,64,3123.51
1,0,1,0,1,0,0,0,0,1,0,5,4,64,441.648
1,0,1,0,1,0,0,0,0,0,1,5,4,64,473.341
1,0,0,1,1,1,0,0,0,0,0,5,4,64,314.547
1,0,0,1,1,0,1,0,0,0,0,5,4,64,303.602
1,0,0,1,1,0,0,1,0,0,0,5,4,64,339.52
1,0,0,1,1,0,0,0,1,0,0,5,4,64,3141.23
1,0,0,1,1,0,0,0,0,1,0,5,4,64,457.298
1,0,0,1,1,0,0,0,0,0,1,5,4,64,493.089
1,1,0,0,1,1,0,0,0,0,0,5,5,64,323.408
1,1,0,0,1,0,1,0,0,0,0,5,5,64,317.131
1,1,0,0,1,0,0,1,0,0,0,5,5,64,354.062
1,1,0,0,1,0,0,0,1,0,0,5,5,64,3591.76
1,1,0,0,1,0,0,0,0,1,0,5,5,64,486.628
1,1,0,0,1,0,0,0,0,0,1,5,5,64,524.609
1,0,1,0,1,1,0,0,0,0,0,5,5,64,321.552
1,0,1,0,1,0,1,0,0,0,0,5,5,64,311.18
1,0,1,0,1,0,0,1,0,0,0,5,5,64,349.14
1,0,1,0,1,0,0,0,1,0,0,5,5,64,3460.78
1,0,1,0,1,0,0,0,0,1,0,5,5,64,481.286
1,0,1,0,1,0,0,0,0,0,1,5,5,64,516.609
1,0,0,1,1,1,0,0,0,0,0,5,5,64,338.395
1,0,0,1,1,0,1,0,0,0,0,5,5,64,326.457
1,0,0,1,1,0,0,1,0,0,0,5,5,64,368.906
1,0,0,1,1,0,0,0,1,0,0,5,5,64,3478.38
1,0,0,1,1,0,0,0,0,1,0,5,5,64,500.296
1,0,0,1,1,0,0,0,0,0,1,5,5,64,539.357
1,1,0,0,1,1,0,0,0,0,0,5,6,64,347.961
1,1,0,0,1,0,1,0,0,0,0,5,6,64,340.195
1,1,0,0,1,0,0,1,0,0,0,5,6,64,380.644
1,1,0,0,1,0,0,0,1,0,0,5,6,64,3941.18
1,1,0,0,1,0,0,0,0,1,0,5,6,64,526.084
1,1,0,0,1,0,0,0,0,0,1,5,6,64,568.507
1,0,1,0,1,1,0,0,0,0,0,5,6,64,345.516
1,0,1,0,1,0,1,0,0,0,0,5,6,64,334.134
1,0,1,0,1,0,0,1,0,0,0,5,6,64,375.799
1,0,1,0,1,0,0,0,1,0,0,5,6,64,3800.48
1,0,1,0,1,0,0,0,0,1,0,5,6,64,521.301
1,0,1,0,1,0,0,0,0,0,1,5,6,64,558.889
1,0,0,1,1,1,0,0,0,0,0,5,6,64,362.356
1,0,0,1,1,0,1,0,0,0,0,5,6,64,349.692
1,0,0,1,1,0,0,1,0,0,0,5,6,64,395.495
1,0,0,1,1,0,0,0,1,0,0,5,6,64,3812.89
1,0,0,1,1,0,0,0,0,1,0,5,6,64,538.862
1,0,0,1,1,0,0,0,0,0,1,5,6,64,581.69
1,1,0,0,1,1,0,0,0,0,0,6,0,64,227.647
1,1,0,0,1,0,1,0,0,0,0,6,0,64,221.848
1,1,0,0,1,0,0,1,0,0,0,6,0,64,247.558
1,1,0,0,1,0,0,0,1,0,0,6,0,64,2201.41
1,1,0,0,1,0,0,0,0,1,0,6,0,64,324.106
1,1,0,0,1,0,0,0,0,0,1,6,0,64,350.245
1,0,1,0,1,1,0,0,0,0,0,6,0,64,224.993
1,0,1,0,1,0,1,0,0,0,0,6,0,64,218.715
1,0,1,0,1,0,0,1,0,0,0,6,0,64,242.537
1,0,1,0,1,0,0,0,1,0,0,6,0,64,2120.95
1,0,1,0,1,0,0,0,0,1,0,6,0,64,321.664
1,0,1,0,1,0,0,0,0,0,1,6,0,64,343.022
1,0,0,1,1,1,0,0,0,0,0,6,0,64,241.138
1,0,0,1,1,0,1,0,0,0,0,6,0,64,233.686
1,0,0,1,1,0,0,1,0,0,0,6,0,64,260.136
1,0,0,1,1,0,0,0,1,0,0,6,0,64,2140.35
1,0,0,1,1,0,0,0,0,1,0,6,0,64,336.461
1,0,0,1,1,0,0,0,0,0,1,6,0,64,358.121
1,1,0,0,1,1,0,0,0,0,0,6,1,64,252.89
1,1,0,0,1,0,1,0,0,0,0,6,1,64,247.049
1,1,0,0,1,0,0,1,0,0,0,6,1,64,273.823
1,1,0,0,1,0,0,0,1,0,0,6,1,64,2549.32
1,1,0,0,1,0,0,0,0,1,0,6,1,64,365.561
1,1,0,0,1,0,0,0,0,0,1,6,1,64,393.502
1,0,1,0,1,1,0,0,0,0,0,6,1,64,249.927
1,0,1,0,1,0,1,0,0,0,0,6,1,64,242.199
1,0,1,0,1,0,0,1,0,0,0,6,1,64,269.262
1,0,1,0,1,0,0,0,1,0,0,6,1,64,2455.11
1,0,1,0,1,0,0,0,0,1,0,6,1,64,362.132
1,0,1,0,1,0,0,0,0,0,1,6,1,64,387.376
1,0,0,1,1,1,0,0,0,0,0,6,1,64,266.699
1,0,0,1,1,0,1,0,0,0,0,6,1,64,256.728
1,0,0,1,1,0,0,1,0,0,0,6,1,64,288.123
1,0,0,1,1,0,0,0,1,0,0,6,1,64,2474.05
1,0,0,1,1,0,0,0,0,1,0,6,1,64,377.137
1,0,0,1,1,0,0,0,0,0,1,6,1,64,406.849
1,1,0,0,1,1,0,0,0,0,0,6,2,64,276.287
1,1,0,0,1,0,1,0,0,0,0,6,2,64,270.308
1,1,0,0,1,0,0,1,0,0,0,6,2,64,299.517
1,1,0,0,1,0,0,0,1,0,0,6,2,64,2896.17
1,1,0,0,1,0,0,0,0,1,0,6,2,64,406.788
1,1,0,0,1,0,0,0,0,0,1,6,2,64,437.056
1,0,1,0,1,1,0,0,0,0,0,6,2,64,273.61
1,0,1,0,1,0,1,0,0,0,0,6,2,64,264.899
1,0,1,0,1,0,0,1,0,0,0,6,2,64,295.549
1,0,1,0,1,0,0,0,1,0,0,6,2,64,2788.82
1,0,1,0,1,0,0,0,0,1,0,6,2,64,401.671
1,0,1,0,1,0,0,0,0,0,1,6,2,64,430.706
1,0,0,1,1,1,0,0,0,0,0,6,2,64,290.333
1,0,0,1,1,0,1,0,0,0,0,6,2,64,279.83
1,0,0,1,1,0,0,1,0,0,0,6,2,64,314.13
1,0,0,1,1,0,0,0,1,0,0,6,2,64,2806.68
1,0,0,1,1,0,0,0,0,1,0,6,2,64,417.197
1,0,0,1,1,0,0,0,0,0,1,6,2,64,450.222
1,1,0,0,1,1,0,0,0,0,0,6,3,64,300.714
1,1,0,0,1,0,1,0,0,0,0,6,3,64,294.522
1,1,0,0,1,0,0,1,0,0,0,6,3,64,327.068
1,1,0,0,1,0,0,0,1,0,0,6,3,64,3245.85
1,1,0,0,1,0,0,0,0,1,0,6,3,64,446.717
1,1,0,0,1,0,0,0,0,0,1,6,3,64,480.764
1,0,1,0,1,1,0,0,0,0,0,6,3,64,297.809
1,0,1,0,1,0,1,0,0,0,0,6,3,64,288.13
1,0,1,0,1,0,0,1,0,0,0,6,3,64,322.615
1,0,1,0,1,0,0,0,1,0,0,6,3,64,3122.96
1,0,1,0,1,0,0,0,0,1,0,6,3,64,441.841
1,0,1,0,1,0,0,0,0,0,1,6,3,64,474.071
1,0,0,1,1,1,0,0,0,0,0,6,3,64,314.74
1,0,0,1,1,0,1,0,0,0,0,6,3,64,303.483
1,0,0,1,1,0,0,1,0,0,0,6,3,64,342.221
1,0,0,1,1,0,0,0,1,0,0,6,3,64,3143.68
1,0,0,1,1,0,0,0,0,1,0,6,3,64,458.325
1,0,0,1,1,0,0,0,0,0,1,6,3,64,493.759
1,1,0,0,1,1,0,0,0,0,0,6,4,64,323.814
1,1,0,0,1,0,1,0,0,0,0,6,4,64,317.053
1,1,0,0,1,0,0,1,0,0,0,6,4,64,353.821
1,1,0,0,1,0,0,0,1,0,0,6,4,64,3594.93
1,1,0,0,1,0,0,0,0,1,0,6,4,64,486.572
1,1,0,0,1,0,0,0,0,0,1,6,4,64,524.842
1,0,1,0,1,1,0,0,0,0,0,6,4,64,321.329
1,0,1,0,1,0,1,0,0,0,0,6,4,64,311.187
1,0,1,0,1,0,0,1,0,0,0,6,4,64,349.083
1,0,1,0,1,0,0,0,1,0,0,6,4,64,3462.71
1,0,1,0,1,0,0,0,0,1,0,6,4,64,482.294
1,0,1,0,1,0,0,0,0,0,1,6,4,64,519.831
1,0,0,1,1,1,0,0,0,0,0,6,4,64,338.504
1,0,0,1,1,0,1,0,0,0,0,6,4,64,326.242
1,0,0,1,1,0,0,1,0,0,0,6,4,64,369.355
1,0,0,1,1,0,0,0,1,0,0,6,4,64,3478.32
1,0,0,1,1,0,0,0,0,1,0,6,4,64,498.192
1,0,0,1,1,0,0,0,0,0,1,6,4,64,537.286
1,1,0,0,1,1,0,0,0,0,0,6,5,64,347.896
1,1,0,0,1,0,1,0,0,0,0,6,5,64,339.967
1,1,0,0,1,0,0,1,0,0,0,6,5,64,380.708
1,1,0,0,1,0,0,0,1,0,0,6,5,64,3951.83
1,1,0,0,1,0,0,0,0,1,0,6,5,64,526.999
1,1,0,0,1,0,0,0,0,0,1,6,5,64,568.539
1,0,1,0,1,1,0,0,0,0,0,6,5,64,346.012
1,0,1,0,1,0,1,0,0,0,0,6,5,64,333.84
1,0,1,0,1,0,0,1,0,0,0,6,5,64,376.038
1,0,1,0,1,0,0,0,1,0,0,6,5,64,3802.53
1,0,1,0,1,0,0,0,0,1,0,6,5,64,521.848
1,0,1,0,1,0,0,0,0,0,1,6,5,64,567.883
1,0,0,1,1,1,0,0,0,0,0,6,5,64,363.71
1,0,0,1,1,0,1,0,0,0,0,6,5,64,349.562
1,0,0,1,1,0,0,1,0,0,0,6,5,64,396.15
1,0,0,1,1,0,0,0,1,0,0,6,5,64,3817.85
1,0,0,1,1,0,0,0,0,1,0,6,5,64,538.336
1,0,0,1,1,0,0,0,0,0,1,6,5,64,582.615
1,1,0,0,1,1,0,0,0,0,0,6,6,64,371.027
1,1,0,0,1,0,1,0,0,0,0,6,6,64,363.228
1,1,0,0,1,0,0,1,0,0,0,6,6,64,407.385
1,1,0,0,1,0,0,0,1,0,0,6,6,64,4298.12
1,1,0,0,1,0,0,0,0,1,0,6,6,64,567.138
1,1,0,0,1,0,0,0,0,0,1,6,6,64,612.211
1,0,1,0,1,1,0,0,0,0,0,6,6,64,369.28
1,0,1,0,1,0,1,0,0,0,0,6,6,64,357.218
1,0,1,0,1,0,0,1,0,0,0,6,6,64,403.654
1,0,1,0,1,0,0,0,1,0,0,6,6,64,4142.1
1,0,1,0,1,0,0,0,0,1,0,6,6,64,561.797
1,0,1,0,1,0,0,0,0,0,1,6,6,64,605.067
1,0,0,1,1,1,0,0,0,0,0,6,6,64,387.119
